title,date_time,location,link,Title,Link,Date & Time,Location,lat,lon,lat_prev,lon_prev,location_refined,geo_source,geocode_confidence
AI in Healthcare: Real-World Case of Implementation and the Barriers Behind,Just added,Online,https://www.eventbrite.ca/e/ai-in-healthcare-real-world-case-of-implementation-and-the-barriers-behind-tickets-1837280398129?aff=ebdssbdestsearch,AI in Healthcare: Real-World Case of Implementation and the Barriers Behind,https://www.eventbrite.ca/e/ai-in-healthcare-real-world-case-of-implementation-and-the-barriers-behind-tickets-1837280398129?aff=ebdssbdestsearch,Just added,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
Google Workspace for Everyday Success - 4 Week Live Class,"Thu, Oct 30, 6:00 PM CDT",Online,https://www.eventbrite.com/e/google-workspace-for-everyday-success-4-week-live-class-registration-1830950244469?aff=ebdssbdestsearch,Google Workspace for Everyday Success - 4 Week Live Class,https://www.eventbrite.com/e/google-workspace-for-everyday-success-4-week-live-class-registration-1830950244469?aff=ebdssbdestsearch,"Thu, Oct 30, 6:00 PM CDT",Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
Model Context Protocol (MCP) Mastery Workshop,Going fast,Online,https://www.eventbrite.com/e/model-context-protocol-mcp-mastery-workshop-tickets-1767893560229?aff=ebdssbdestsearch,Model Context Protocol (MCP) Mastery Workshop,https://www.eventbrite.com/e/model-context-protocol-mcp-mastery-workshop-tickets-1767893560229?aff=ebdssbdestsearch,Going fast,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
Berlin Deep Tech Nexus Meetup #7 - TU Berlin - Science & Startups,Sales end soon,"Berlin · TU Berlin, EINS - Innovationsplattform und Coworkingspace",https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-7-tu-berlin-science-startups-tickets-1670573122179?aff=ebdssbdestsearch,Berlin Deep Tech Nexus Meetup #7 - TU Berlin - Science & Startups,https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-7-tu-berlin-science-startups-tickets-1670573122179?aff=ebdssbdestsearch,Sales end soon,"Berlin · TU Berlin, EINS - Innovationsplattform und Coworkingspace",52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · TU Berlin, EINS - Innovationsplattform und Coworkingspace, Berlin, Germany",geocode:failed,low
Berlin Tech Mixer and Social (Tech / AI / Data) ✨ Berlin Connect,Sales end soon,Berlin · Anna Koschke,https://www.eventbrite.com.au/e/berlin-tech-mixer-and-social-tech-ai-data-berlin-connect-tickets-1375964439679?aff=ebdssbdestsearch,Berlin Tech Mixer and Social (Tech / AI / Data) ✨ Berlin Connect,https://www.eventbrite.com.au/e/berlin-tech-mixer-and-social-tech-ai-data-berlin-connect-tickets-1375964439679?aff=ebdssbdestsearch,Sales end soon,Berlin · Anna Koschke,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Anna Koschke, Berlin, Germany",geocode:failed,low
Circular Tech Awards 2026,"Sat, Sep 5, 7:30 PM",Berlin · JW Marriott Hotel Berlin,https://www.eventbrite.de/e/circular-tech-awards-2026-tickets-1720505270579?aff=ebdssbdestsearch,Circular Tech Awards 2026,https://www.eventbrite.de/e/circular-tech-awards-2026-tickets-1720505270579?aff=ebdssbdestsearch,"Sat, Sep 5, 7:30 PM",Berlin · JW Marriott Hotel Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · JW Marriott Hotel Berlin, Berlin, Germany",geocode:failed,low
Berlin Deep Tech Nexus Meetup #8 - CODE University of Applied Sciences,"Thu, Nov 27, 5:00 PM",Berlin · CODE University of Applied Sciences,https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-8-code-university-of-applied-sciences-tickets-1670612158939?aff=ebdssbdestsearch,Berlin Deep Tech Nexus Meetup #8 - CODE University of Applied Sciences,https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-8-code-university-of-applied-sciences-tickets-1670612158939?aff=ebdssbdestsearch,"Thu, Nov 27, 5:00 PM",Berlin · CODE University of Applied Sciences,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · CODE University of Applied Sciences, Berlin, Germany",geocode:failed,low
"The Black Girls Tech Summit 2025: The Shift -Power, Progress & Possibility",Almost full,Berlin · Zalando BHW,https://www.eventbrite.co.uk/e/the-black-girls-tech-summit-2025-the-shift-power-progress-possibility-tickets-1409246958589?aff=ebdssbdestsearch,"The Black Girls Tech Summit 2025: The Shift -Power, Progress & Possibility",https://www.eventbrite.co.uk/e/the-black-girls-tech-summit-2025-the-shift-power-progress-possibility-tickets-1409246958589?aff=ebdssbdestsearch,Almost full,Berlin · Zalando BHW,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Zalando BHW, Berlin, Germany",geocode:failed,low
BreakfastInMotion: Deep Tech Global Recap – Insights from Japan,Tomorrow at 10:00 AM,Berlin · MotionLab.Berlin,https://www.eventbrite.com/e/breakfastinmotion-deep-tech-global-recap-insights-from-japan-tickets-1812877468309?aff=ebdssbdestsearch,BreakfastInMotion: Deep Tech Global Recap – Insights from Japan,https://www.eventbrite.com/e/breakfastinmotion-deep-tech-global-recap-insights-from-japan-tickets-1812877468309?aff=ebdssbdestsearch,Tomorrow at 10:00 AM,Berlin · MotionLab.Berlin,52.4936366000,13.4481126000,52.4856000000,13.4573000000,"Berlin · MotionLab.Berlin, Berlin, Germany",geocode:nominatim,medium
This is Techno Jazz w/ TUN - Torino Unlimited Noise (Live) & Irakli,"Sun, Nov 30, 7:00 PM",Berlin · Kantine am Berghain,https://www.eventbrite.it/e/this-is-techno-jazz-w-tun-torino-unlimited-noise-live-irakli-tickets-1759376976899?aff=ebdssbdestsearch,This is Techno Jazz w/ TUN - Torino Unlimited Noise (Live) & Irakli,https://www.eventbrite.it/e/this-is-techno-jazz-w-tun-torino-unlimited-noise-live-irakli-tickets-1759376976899?aff=ebdssbdestsearch,"Sun, Nov 30, 7:00 PM",Berlin · Kantine am Berghain,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Kantine am Berghain, Berlin, Germany",geocode:failed,low
SheCodes the future,"Thu, Oct 30, 6:30 PM",Berlin · Le Wagon Berlin - Coding Bootcamp,https://www.eventbrite.de/e/shecodes-the-future-tickets-1819294050479?aff=ebdssbdestsearch,SheCodes the future,https://www.eventbrite.de/e/shecodes-the-future-tickets-1819294050479?aff=ebdssbdestsearch,"Thu, Oct 30, 6:30 PM",Berlin · Le Wagon Berlin - Coding Bootcamp,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Le Wagon Berlin - Coding Bootcamp, Berlin, Germany",geocode:failed,low
Berlin Big Business Tech And Entrepreneur Professional Networking Soiree,Going fast,Berlin · HERMAN Belgian Bar,https://www.eventbrite.com/e/berlin-big-business-tech-and-entrepreneur-professional-networking-soiree-tickets-944065624697?aff=ebdssbdestsearch,Berlin Big Business Tech And Entrepreneur Professional Networking Soiree,https://www.eventbrite.com/e/berlin-big-business-tech-and-entrepreneur-professional-networking-soiree-tickets-944065624697?aff=ebdssbdestsearch,Going fast,Berlin · HERMAN Belgian Bar,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · HERMAN Belgian Bar, Berlin, Germany",geocode:failed,low
Berlin Big Business Tech & Entrepreneur Professional Networking Soiree,Almost full,Berlin · HERMAN Belgian Bar,https://www.eventbrite.com/e/berlin-big-business-tech-entrepreneur-professional-networking-soiree-tickets-944033508637?aff=ebdssbdestsearch,Berlin Big Business Tech & Entrepreneur Professional Networking Soiree,https://www.eventbrite.com/e/berlin-big-business-tech-entrepreneur-professional-networking-soiree-tickets-944033508637?aff=ebdssbdestsearch,Almost full,Berlin · HERMAN Belgian Bar,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · HERMAN Belgian Bar, Berlin, Germany",geocode:failed,low
HackerX - Berlin (AI) Employer Ticket - 10/28,"Tue, Oct 28, 6:00 PM","Berlin · TBA Berlin, Germany - Interested in hosting this HackerX event at your office? Apply here: https://hackerx.org/host/",https://www.eventbrite.com/e/hackerx-berlin-ai-employer-ticket-1028-tickets-1665227583529?aff=ebdssbdestsearch,HackerX - Berlin (AI) Employer Ticket - 10/28,https://www.eventbrite.com/e/hackerx-berlin-ai-employer-ticket-1028-tickets-1665227583529?aff=ebdssbdestsearch,"Tue, Oct 28, 6:00 PM","Berlin · TBA Berlin, Germany - Interested in hosting this HackerX event at your office? Apply here: https://hackerx.org/host/",52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · TBA Berlin, Germany - Interested in hosting this HackerX event at your office? Apply here: https://hackerx.org/host/, Berlin, Germany",geocode:failed,low
Unicorns in Tech Get-Together @ Deutsche Bank Berlin Technology Centre,"Thu, Nov 27, 6:00 PM",Berlin · Otto-Suhr-Allee 16,https://www.eventbrite.co.uk/e/unicorns-in-tech-get-together-deutsche-bank-berlin-technology-centre-tickets-1711130380029?aff=ebdssbdestsearch,Unicorns in Tech Get-Together @ Deutsche Bank Berlin Technology Centre,https://www.eventbrite.co.uk/e/unicorns-in-tech-get-together-deutsche-bank-berlin-technology-centre-tickets-1711130380029?aff=ebdssbdestsearch,"Thu, Nov 27, 6:00 PM",Berlin · Otto-Suhr-Allee 16,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Otto-Suhr-Allee 16, Berlin, Germany",geocode:failed,low
Tech Talk: The DEIB Stack - Coding Inclusion Into Your Culture,"Wed, Nov 5, 6:00 PM","Berlin · eyeo GmbH, Berlin Office",https://www.eventbrite.com/e/tech-talk-the-deib-stack-coding-inclusion-into-your-culture-tickets-1784710349699?aff=ebdssbdestsearch,Tech Talk: The DEIB Stack - Coding Inclusion Into Your Culture,https://www.eventbrite.com/e/tech-talk-the-deib-stack-coding-inclusion-into-your-culture-tickets-1784710349699?aff=ebdssbdestsearch,"Wed, Nov 5, 6:00 PM","Berlin · eyeo GmbH, Berlin Office",52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · eyeo GmbH, Berlin Office, Berlin, Germany",geocode:failed,low
EU Digital Identity Wallets Forum,Sales end soon,Berlin · Spielfeld Digital Hub,https://www.eventbrite.co.uk/e/eu-digital-identity-wallets-forum-tickets-1147892189439?aff=ebdssbdestsearch,EU Digital Identity Wallets Forum,https://www.eventbrite.co.uk/e/eu-digital-identity-wallets-forum-tickets-1147892189439?aff=ebdssbdestsearch,Sales end soon,Berlin · Spielfeld Digital Hub,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Spielfeld Digital Hub, Berlin, Germany",geocode:failed,low
Legal Disruption Conference 2025 – Legal Tech & Metaverse,"Thu, Nov 20, 1:30 PM",Berlin · BSP Business & Law School,https://www.eventbrite.de/e/legal-disruption-conference-2025-legal-tech-metaverse-tickets-1440786544339?aff=ebdssbdestsearch,Legal Disruption Conference 2025 – Legal Tech & Metaverse,https://www.eventbrite.de/e/legal-disruption-conference-2025-legal-tech-metaverse-tickets-1440786544339?aff=ebdssbdestsearch,"Thu, Nov 20, 1:30 PM",Berlin · BSP Business & Law School,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · BSP Business & Law School, Berlin, Germany",geocode:failed,low
Berlin Deep Tech Nexus Meetup #9 – MotionLab.Berlin - XMAS Maker Edition,"Thu, Dec 11, 5:00 PM",Berlin · MotionLab.Berlin,https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-9-motionlabberlin-xmas-maker-edition-tickets-1670612740679?aff=ebdssbdestsearch,Berlin Deep Tech Nexus Meetup #9 – MotionLab.Berlin - XMAS Maker Edition,https://www.eventbrite.com/e/berlin-deep-tech-nexus-meetup-9-motionlabberlin-xmas-maker-edition-tickets-1670612740679?aff=ebdssbdestsearch,"Thu, Dec 11, 5:00 PM",Berlin · MotionLab.Berlin,52.4936366000,13.4481126000,52.4856000000,13.4573000000,"Berlin · MotionLab.Berlin, Berlin, Germany",geocode:nominatim,medium
Founders & Friends Berlin Meetup - Technology & Innovation,"Wed, Oct 29, 6:30 PM",Berlin · Schwedter Str. 263,https://www.eventbrite.de/e/founders-friends-berlin-meetup-technology-innovation-tickets-1204830694039?aff=ebdssbdestsearch,Founders & Friends Berlin Meetup - Technology & Innovation,https://www.eventbrite.de/e/founders-friends-berlin-meetup-technology-innovation-tickets-1204830694039?aff=ebdssbdestsearch,"Wed, Oct 29, 6:30 PM",Berlin · Schwedter Str. 263,53.0166471000,14.0185686000,52.5200000000,13.4050000000,"Berlin · Schwedter Str. 263, Berlin, Germany",geocode:nominatim,medium
"IT Social Berlin Friday | Data, Technology, Cybersecurity, IT",Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),https://www.eventbrite.com.au/e/it-social-berlin-friday-data-technology-cybersecurity-it-tickets-1116437487579?aff=ebdssbdestsearch,"IT Social Berlin Friday | Data, Technology, Cybersecurity, IT",https://www.eventbrite.com.au/e/it-social-berlin-friday-data-technology-cybersecurity-it-tickets-1116437487579?aff=ebdssbdestsearch,Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Belushi's Berlin (Alexanderplatz), Berlin, Germany",geocode:failed,low
Young IT Professionals in Berlin Social Friday,Sales end soon,Berlin · Anna Koschke,https://www.eventbrite.com.au/e/young-it-professionals-in-berlin-social-friday-tickets-1116438941929?aff=ebdssbdestsearch,Young IT Professionals in Berlin Social Friday,https://www.eventbrite.com.au/e/young-it-professionals-in-berlin-social-friday-tickets-1116438941929?aff=ebdssbdestsearch,Sales end soon,Berlin · Anna Koschke,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Anna Koschke, Berlin, Germany",geocode:failed,low
Code BEAM Europe 2025 - in person,"Wed, Nov 5, 9:00 AM",Berlin · Estrel Berlin,https://www.eventbrite.co.uk/e/code-beam-europe-2025-in-person-tickets-1407873470449?aff=ebdssbdestsearch,Code BEAM Europe 2025 - in person,https://www.eventbrite.co.uk/e/code-beam-europe-2025-in-person-tickets-1407873470449?aff=ebdssbdestsearch,"Wed, Nov 5, 9:00 AM",Berlin · Estrel Berlin,52.4736275000,13.4588496000,52.5200000000,13.4050000000,"Berlin · Estrel Berlin, Berlin, Germany",geocode:nominatim,medium
[Webinar] Speed Up Your AI: Practical Performance Engineering Tips,"Thu, Oct 30, 12:00 PM PDT",Online,https://www.eventbrite.com/e/webinar-speed-up-your-ai-practical-performance-engineering-tips-tickets-1778470315589?aff=ebdssbdestsearch,[Webinar] Speed Up Your AI: Practical Performance Engineering Tips,https://www.eventbrite.com/e/webinar-speed-up-your-ai-practical-performance-engineering-tips-tickets-1778470315589?aff=ebdssbdestsearch,"Thu, Oct 30, 12:00 PM PDT",Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
AI LISTING ACCELERATOR ! Transform Your RE Business with AI & Automation!,Sales end soon,Online,https://www.eventbrite.com/e/ai-listing-accelerator-transform-your-re-business-with-ai-automation-tickets-1842410612739?aff=ebdssbdestsearch,AI LISTING ACCELERATOR ! Transform Your RE Business with AI & Automation!,https://www.eventbrite.com/e/ai-listing-accelerator-transform-your-re-business-with-ai-automation-tickets-1842410612739?aff=ebdssbdestsearch,Sales end soon,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
Inside a Real AI in Healthcare Case: What Worked and What Didn’t,Just added,Online,https://www.eventbrite.ca/e/inside-a-real-ai-in-healthcare-case-what-worked-and-what-didnt-tickets-1837713393229?aff=ebdssbdestsearch,Inside a Real AI in Healthcare Case: What Worked and What Didn’t,https://www.eventbrite.ca/e/inside-a-real-ai-in-healthcare-case-what-worked-and-what-didnt-tickets-1837713393229?aff=ebdssbdestsearch,Just added,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
(AI) Defense & Dual-Use Startup Meetup – Berlin,"Thu, Nov 6, 6:00 PM",Berlin · betahaus Moritzplatz,https://www.eventbrite.com/e/ai-defense-dual-use-startup-meetup-berlin-tickets-1813771823349?aff=ebdssbdestsearch,(AI) Defense & Dual-Use Startup Meetup – Berlin,https://www.eventbrite.com/e/ai-defense-dual-use-startup-meetup-berlin-tickets-1813771823349?aff=ebdssbdestsearch,"Thu, Nov 6, 6:00 PM",Berlin · betahaus Moritzplatz,52.4992000000,13.4038000000,52.4992000000,13.4038000000,"Berlin · betahaus Moritzplatz, Berlin, Germany",geocode:failed,low
Berlin Marketing & Digital Design Social Mixer - Digital Creatives Connect,Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),https://www.eventbrite.com.au/e/berlin-marketing-digital-design-social-mixer-digital-creatives-connect-tickets-1533032033079?aff=ebdssbdestsearch,Berlin Marketing & Digital Design Social Mixer - Digital Creatives Connect,https://www.eventbrite.com.au/e/berlin-marketing-digital-design-social-mixer-digital-creatives-connect-tickets-1533032033079?aff=ebdssbdestsearch,Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Belushi's Berlin (Alexanderplatz), Berlin, Germany",geocode:failed,low
Generative AI for Society and Workplace | Berlin,"Thu, Nov 6, 4:00 PM + 16 more",Berlin · Berlin,https://www.eventbrite.com.au/e/generative-ai-for-society-and-workplace-berlin-tickets-1204431831029?aff=ebdssbdestsearch,Generative AI for Society and Workplace | Berlin,https://www.eventbrite.com.au/e/generative-ai-for-society-and-workplace-berlin-tickets-1204431831029?aff=ebdssbdestsearch,"Thu, Nov 6, 4:00 PM + 16 more",Berlin · Berlin,52.4880037000,13.4089223000,52.5200000000,13.4050000000,"Berlin · Berlin, Berlin, Germany",geocode:nominatim,medium
Open Doors & Introduction at 42 Berlin,Going fast,Berlin · 42 Berlin,https://www.eventbrite.de/e/open-doors-introduction-at-42-berlin-tickets-1737345791029?aff=ebdssbdestsearch,Open Doors & Introduction at 42 Berlin,https://www.eventbrite.de/e/open-doors-introduction-at-42-berlin-tickets-1737345791029?aff=ebdssbdestsearch,Going fast,Berlin · 42 Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · 42 Berlin, Berlin, Germany",geocode:failed,low
MQ Summit 2025,"Thu, Nov 6, 9:00 AM",Berlin · Estrel Berlin,https://www.eventbrite.co.uk/e/mq-summit-2025-tickets-1422058498249?aff=ebdssbdestsearch,MQ Summit 2025,https://www.eventbrite.co.uk/e/mq-summit-2025-tickets-1422058498249?aff=ebdssbdestsearch,"Thu, Nov 6, 9:00 AM",Berlin · Estrel Berlin,52.4736275000,13.4588496000,52.5200000000,13.4050000000,"Berlin · Estrel Berlin, Berlin, Germany",geocode:nominatim,medium
Deep Management 3.0,"Mon, Nov 10, 9:00 AM","Berlin · Berlin, 10119, Torstraße 125",https://www.eventbrite.com/e/deep-management-30-tickets-1480755081309?aff=ebdssbdestsearch,Deep Management 3.0,https://www.eventbrite.com/e/deep-management-30-tickets-1480755081309?aff=ebdssbdestsearch,"Mon, Nov 10, 9:00 AM","Berlin · Berlin, 10119, Torstraße 125",52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Berlin, 10119, Torstraße 125, Berlin, Germany",geocode:failed,low
PROJECT HALLOWEEN,Going fast,Berlin · MODUS BERLIN,https://www.eventbrite.de/e/project-halloween-tickets-1778544206599?aff=ebdssbdestsearch,PROJECT HALLOWEEN,https://www.eventbrite.de/e/project-halloween-tickets-1778544206599?aff=ebdssbdestsearch,Going fast,Berlin · MODUS BERLIN,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · MODUS BERLIN, Berlin, Germany",geocode:failed,low
AI Implementation in Business | Berlin,Thursday at 2:00 PM + 12 more,Berlin · Berlin,https://www.eventbrite.com.au/e/ai-implementation-in-business-berlin-tickets-1023063970877?aff=ebdssbdestsearch,AI Implementation in Business | Berlin,https://www.eventbrite.com.au/e/ai-implementation-in-business-berlin-tickets-1023063970877?aff=ebdssbdestsearch,Thursday at 2:00 PM + 12 more,Berlin · Berlin,52.4880037000,13.4089223000,52.5200000000,13.4050000000,"Berlin · Berlin, Berlin, Germany",geocode:nominatim,medium
Open Mic Pitch by Reaktor.Berlin - Sunrise Edition,Sales end soon,Berlin · hubraum - tech incubator of Deutsche Telekom,https://www.eventbrite.de/e/open-mic-pitch-by-reaktorberlin-sunrise-edition-tickets-1695335607439?aff=ebdssbdestsearch,Open Mic Pitch by Reaktor.Berlin - Sunrise Edition,https://www.eventbrite.de/e/open-mic-pitch-by-reaktorberlin-sunrise-edition-tickets-1695335607439?aff=ebdssbdestsearch,Sales end soon,Berlin · hubraum - tech incubator of Deutsche Telekom,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · hubraum - tech incubator of Deutsche Telekom, Berlin, Germany",geocode:failed,low
YOUNGLA EU Link Up: Berlin |Powered by ESN,Almost full,"Berlin · Motorwerk Berlin – Eventlocation mit Industriecharme. 3.500 m², High-Tech-Anbindung, CO₂-neutral, Platz für 1.500 Gäste",https://www.eventbrite.co.uk/e/youngla-eu-link-up-berlin-powered-by-esn-tickets-1753129751279?aff=ebdssbdestsearch,YOUNGLA EU Link Up: Berlin |Powered by ESN,https://www.eventbrite.co.uk/e/youngla-eu-link-up-berlin-powered-by-esn-tickets-1753129751279?aff=ebdssbdestsearch,Almost full,"Berlin · Motorwerk Berlin – Eventlocation mit Industriecharme. 3.500 m², High-Tech-Anbindung, CO₂-neutral, Platz für 1.500 Gäste",52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Motorwerk Berlin – Eventlocation mit Industriecharme. 3.500 m², High-Tech-Anbindung, CO₂-neutral, Platz für 1.500 Gäste, Berlin, Germany",geocode:failed,low
Geopolitics in 40 Minutes: A Practical Guide to What’s Changing,"Tue, Nov 4, 6:30 PM",Berlin · The Castle Berlin Mitte,https://www.eventbrite.de/e/geopolitics-in-40-minutes-a-practical-guide-to-whats-changing-tickets-1674678411209?aff=ebdssbdestsearch,Geopolitics in 40 Minutes: A Practical Guide to What’s Changing,https://www.eventbrite.de/e/geopolitics-in-40-minutes-a-practical-guide-to-whats-changing-tickets-1674678411209?aff=ebdssbdestsearch,"Tue, Nov 4, 6:30 PM",Berlin · The Castle Berlin Mitte,52.5200000000,13.4090000000,52.5200000000,13.4090000000,"Berlin · The Castle Berlin Mitte, Berlin, Germany",geocode:failed,low
Data Science & Analytics meetup and chat Berlin Friday,Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),https://www.eventbrite.com.au/e/data-science-analytics-meetup-and-chat-berlin-friday-tickets-1116438069319?aff=ebdssbdestsearch,Data Science & Analytics meetup and chat Berlin Friday,https://www.eventbrite.com.au/e/data-science-analytics-meetup-and-chat-berlin-friday-tickets-1116438069319?aff=ebdssbdestsearch,Sales end soon,Berlin · Belushi's Berlin (Alexanderplatz),52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Belushi's Berlin (Alexanderplatz), Berlin, Germany",geocode:failed,low
Unicorns in Tech FLINTA* Afterwork | for the FLINTA* Tech Community,"Thu, Nov 20, 6:00 PM",Berlin · Crack Bellmer,https://www.eventbrite.co.uk/e/unicorns-in-tech-flinta-afterwork-for-the-flinta-tech-community-tickets-698281748507?aff=ebdssbdestsearch,Unicorns in Tech FLINTA* Afterwork | for the FLINTA* Tech Community,https://www.eventbrite.co.uk/e/unicorns-in-tech-flinta-afterwork-for-the-flinta-tech-community-tickets-698281748507?aff=ebdssbdestsearch,"Thu, Nov 20, 6:00 PM",Berlin · Crack Bellmer,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Crack Bellmer, Berlin, Germany",geocode:failed,low
Unicorns In Tech Afterwork | for the LGBTIQ+ Tech Community,"Thu, Dec 4, 6:00 PM",Berlin · Crack Bellmer,https://www.eventbrite.co.uk/e/unicorns-in-tech-afterwork-for-the-lgbtiq-tech-community-tickets-835620542537?aff=ebdssbdestsearch,Unicorns In Tech Afterwork | for the LGBTIQ+ Tech Community,https://www.eventbrite.co.uk/e/unicorns-in-tech-afterwork-for-the-lgbtiq-tech-community-tickets-835620542537?aff=ebdssbdestsearch,"Thu, Dec 4, 6:00 PM",Berlin · Crack Bellmer,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Crack Bellmer, Berlin, Germany",geocode:failed,low
SX FESTIVAL & EXPO 2026 BERLIN (B2B ONLY),"Sat, Jun 27, 11:00 AM",Berlin · Magazin in der Heeresbäckerei,https://www.eventbrite.ie/e/sx-festival-expo-2026-berlin-b2b-only-tickets-1461155267739?aff=ebdssbdestsearch,SX FESTIVAL & EXPO 2026 BERLIN (B2B ONLY),https://www.eventbrite.ie/e/sx-festival-expo-2026-berlin-b2b-only-tickets-1461155267739?aff=ebdssbdestsearch,"Sat, Jun 27, 11:00 AM",Berlin · Magazin in der Heeresbäckerei,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Magazin in der Heeresbäckerei, Berlin, Germany",geocode:failed,low
ISTQB Test Analyst Training Course (in English) - Berlin,"Mon, Nov 3, 9:00 AM + 26 more",Berlin · U Potsdamer Platz,https://www.eventbrite.com/e/istqb-test-analyst-training-course-in-english-berlin-tickets-1332903092029?aff=ebdssbdestsearch,ISTQB Test Analyst Training Course (in English) - Berlin,https://www.eventbrite.com/e/istqb-test-analyst-training-course-in-english-berlin-tickets-1332903092029?aff=ebdssbdestsearch,"Mon, Nov 3, 9:00 AM + 26 more",Berlin · U Potsdamer Platz,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · U Potsdamer Platz, Berlin, Germany",geocode:failed,low
