title,date_time,location,link,Title,Link,Date & Time,Location,lat,lon,lat_prev,lon_prev,location_refined,geo_source,geocode_confidence
BITS & DRINKS //  Networking für  digitale Köpfe der Hauptstadtregion,"Wed, Oct 29, 6:00 PM + 12 more",Berlin · Spreegold Bikini Berlin,https://www.eventbrite.de/e/bits-drinks-networking-fur-digitale-kopfe-der-hauptstadtregion-registrierung-1058879339609?aff=ebdssbdestsearch,BITS & DRINKS //  Networking für  digitale Köpfe der Hauptstadtregion,https://www.eventbrite.de/e/bits-drinks-networking-fur-digitale-kopfe-der-hauptstadtregion-registrierung-1058879339609?aff=ebdssbdestsearch,"Wed, Oct 29, 6:00 PM + 12 more",Berlin · Spreegold Bikini Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Spreegold Bikini Berlin, Berlin, Germany",geocode:failed,low
Maker Basics: 3D Printing & Laser Cutting,"Tue, Nov 11, 1:30 PM + 1 more",Berlin · FabLab Neukölln,https://www.eventbrite.de/e/maker-basics-3d-printing-laser-cutting-tickets-1075672648849?aff=ebdssbdestsearch,Maker Basics: 3D Printing & Laser Cutting,https://www.eventbrite.de/e/maker-basics-3d-printing-laser-cutting-tickets-1075672648849?aff=ebdssbdestsearch,"Tue, Nov 11, 1:30 PM + 1 more",Berlin · FabLab Neukölln,52.4480000000,13.4490000000,52.4480000000,13.4490000000,"Berlin · FabLab Neukölln, Berlin, Germany",geocode:failed,low
Book Launch | Decarbonista: A Refreshing Guide to Climate Savvy Living,Just added,Berlin · Minoa | Café & Bookstore,https://www.eventbrite.de/e/book-launch-decarbonista-a-refreshing-guide-to-climate-savvy-living-tickets-1802288235629?aff=ebdssbdestsearch,Book Launch | Decarbonista: A Refreshing Guide to Climate Savvy Living,https://www.eventbrite.de/e/book-launch-decarbonista-a-refreshing-guide-to-climate-savvy-living-tickets-1802288235629?aff=ebdssbdestsearch,Just added,Berlin · Minoa | Café & Bookstore,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Minoa | Café & Bookstore, Berlin, Germany",geocode:failed,low
KI in der Praxis: Architekturentscheidungen & Softwarequalität im Wandel,"Tue, Nov 4, 5:30 PM",Berlin · Merantix AI Campus Berlin,https://www.eventbrite.de/e/ki-in-der-praxis-architekturentscheidungen-softwarequalitat-im-wandel-tickets-1811680789009?aff=ebdssbdestsearch,KI in der Praxis: Architekturentscheidungen & Softwarequalität im Wandel,https://www.eventbrite.de/e/ki-in-der-praxis-architekturentscheidungen-softwarequalitat-im-wandel-tickets-1811680789009?aff=ebdssbdestsearch,"Tue, Nov 4, 5:30 PM",Berlin · Merantix AI Campus Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Merantix AI Campus Berlin, Berlin, Germany",geocode:failed,low
Monthly Meet Up,"Tue, Nov 4, 9:00 AM",Berlin · St. Oberholz | Oranienstrasse,https://www.eventbrite.de/e/monthly-meet-up-tickets-1818120610689?aff=ebdssbdestsearch,Monthly Meet Up,https://www.eventbrite.de/e/monthly-meet-up-tickets-1818120610689?aff=ebdssbdestsearch,"Tue, Nov 4, 9:00 AM",Berlin · St. Oberholz | Oranienstrasse,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · St. Oberholz | Oranienstrasse, Berlin, Germany",geocode:failed,low
"KI einfach erklärt, spannend & ohne Vorwissen","Mon, Oct 27, 5:00 PM",Potsdam · Hasso-Plattner-Institut,https://www.eventbrite.de/e/ki-einfach-erklart-spannend-ohne-vorwissen-tickets-1658661734899?aff=ebdssbdestsearch,"KI einfach erklärt, spannend & ohne Vorwissen",https://www.eventbrite.de/e/ki-einfach-erklart-spannend-ohne-vorwissen-tickets-1658661734899?aff=ebdssbdestsearch,"Mon, Oct 27, 5:00 PM",Potsdam · Hasso-Plattner-Institut,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Potsdam · Hasso-Plattner-Institut, Berlin, Germany",geocode:failed,low
Security Trends & Weihnachtsplätzchen: Networking für IT-Security Insider,"Wed, Nov 12, 5:30 PM",Berlin · CCVOSSEL GmbH,https://www.eventbrite.de/e/security-trends-weihnachtsplatzchen-networking-fur-it-security-insider-tickets-1796951352869?aff=ebdssbdestsearch,Security Trends & Weihnachtsplätzchen: Networking für IT-Security Insider,https://www.eventbrite.de/e/security-trends-weihnachtsplatzchen-networking-fur-it-security-insider-tickets-1796951352869?aff=ebdssbdestsearch,"Wed, Nov 12, 5:30 PM",Berlin · CCVOSSEL GmbH,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · CCVOSSEL GmbH, Berlin, Germany",geocode:failed,low
NEM Summit 2025,Today at 9:00 AM,Berlin · Fraunhofer Institut für Offene Kommunikationssysteme FOKUS,https://www.eventbrite.de/e/nem-summit-2025-tickets-1512925925169?aff=ebdssbdestsearch,NEM Summit 2025,https://www.eventbrite.de/e/nem-summit-2025-tickets-1512925925169?aff=ebdssbdestsearch,Today at 9:00 AM,Berlin · Fraunhofer Institut für Offene Kommunikationssysteme FOKUS,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Fraunhofer Institut für Offene Kommunikationssysteme FOKUS, Berlin, Germany",geocode:failed,low
Power Supply for Data Centers 2026 - AI x Energy Nexus,"Mon, Feb 16, 8:30 AM",Berlin · Karl-Liebknecht-Str. 32,https://www.eventbrite.co.uk/e/power-supply-for-data-centers-2026-ai-x-energy-nexus-tickets-1801123582119?aff=ebdssbdestsearch,Power Supply for Data Centers 2026 - AI x Energy Nexus,https://www.eventbrite.co.uk/e/power-supply-for-data-centers-2026-ai-x-energy-nexus-tickets-1801123582119?aff=ebdssbdestsearch,"Mon, Feb 16, 8:30 AM",Berlin · Karl-Liebknecht-Str. 32,52.5253146000,13.4143711000,52.5200000000,13.4050000000,"Berlin · Karl-Liebknecht-Str. 32, Berlin, Germany",geocode:nominatim,medium
Next Step by Glowstep: Real talk about what’s next,Sales end soon,Berlin · Futur2 Studio,https://www.eventbrite.com/e/next-step-by-glowstep-real-talk-about-whats-next-tickets-1784273814009?aff=ebdssbdestsearch,Next Step by Glowstep: Real talk about what’s next,https://www.eventbrite.com/e/next-step-by-glowstep-real-talk-about-whats-next-tickets-1784273814009?aff=ebdssbdestsearch,Sales end soon,Berlin · Futur2 Studio,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Futur2 Studio, Berlin, Germany",geocode:failed,low
InnerSource Summit 2025 - Berlin,"Thu, Nov 13, 9:00 AM",Berlin · SAP SE (BER01),https://www.eventbrite.com/e/innersource-summit-2025-berlin-tickets-1414870809679?aff=ebdssbdestsearch,InnerSource Summit 2025 - Berlin,https://www.eventbrite.com/e/innersource-summit-2025-berlin-tickets-1414870809679?aff=ebdssbdestsearch,"Thu, Nov 13, 9:00 AM",Berlin · SAP SE (BER01),52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · SAP SE (BER01), Berlin, Germany",geocode:failed,low
OutGeek Women - Berlin Team Ticket (Intl. Women's Day Event),"Tue, Mar 3, 6:00 PM",Berlin · SumUp,https://www.eventbrite.com/e/outgeek-women-berlin-team-ticket-intl-womens-day-event-tickets-1778584075849?aff=ebdssbdestsearch,OutGeek Women - Berlin Team Ticket (Intl. Women's Day Event),https://www.eventbrite.com/e/outgeek-women-berlin-team-ticket-intl-womens-day-event-tickets-1778584075849?aff=ebdssbdestsearch,"Tue, Mar 3, 6:00 PM",Berlin · SumUp,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · SumUp, Berlin, Germany",geocode:failed,low
SPACE EGG OPENING ART EVENT,"Thu, Nov 6, 6:00 PM",Berlin · Nicoleta Gallery Berlin,https://www.eventbrite.de/e/space-egg-opening-art-event-tickets-1394212008649?aff=ebdssbdestsearch,SPACE EGG OPENING ART EVENT,https://www.eventbrite.de/e/space-egg-opening-art-event-tickets-1394212008649?aff=ebdssbdestsearch,"Thu, Nov 6, 6:00 PM",Berlin · Nicoleta Gallery Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Nicoleta Gallery Berlin, Berlin, Germany",geocode:failed,low
Reimagining North-South Partnerships - Building Impact Together,"Mon, Oct 27, 5:30 PM",Berlin · Berlin Global Village gGmbH,https://www.eventbrite.de/e/reimagining-north-south-partnerships-building-impact-together-tickets-1798016950099?aff=ebdssbdestsearch,Reimagining North-South Partnerships - Building Impact Together,https://www.eventbrite.de/e/reimagining-north-south-partnerships-building-impact-together-tickets-1798016950099?aff=ebdssbdestsearch,"Mon, Oct 27, 5:30 PM",Berlin · Berlin Global Village gGmbH,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Berlin Global Village gGmbH, Berlin, Germany",geocode:failed,low
Social Media Creators & Influencers Meetup Berlin #29,"Tue, Nov 4, 6:30 PM",Berlin · Bar 260°,https://www.eventbrite.at/e/social-media-creators-influencers-meetup-berlin-29-tickets-1739371399679?aff=ebdssbdestsearch,Social Media Creators & Influencers Meetup Berlin #29,https://www.eventbrite.at/e/social-media-creators-influencers-meetup-berlin-29-tickets-1739371399679?aff=ebdssbdestsearch,"Tue, Nov 4, 6:30 PM",Berlin · Bar 260°,52.5075103000,13.4713018000,52.5200000000,13.4050000000,"Berlin · Bar 260°, Berlin, Germany",geocode:nominatim,medium
AI for Impact,"Wed, Nov 5, 1:00 PM",Berlin · Impact Hub Berlin,https://www.eventbrite.ca/e/ai-for-impact-tickets-1687785926139?aff=ebdssbdestsearch,AI for Impact,https://www.eventbrite.ca/e/ai-for-impact-tickets-1687785926139?aff=ebdssbdestsearch,"Wed, Nov 5, 1:00 PM",Berlin · Impact Hub Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Impact Hub Berlin, Berlin, Germany",geocode:failed,low
AI Builders Berlin :: Pizza + Demos + Networking,"Wed, Oct 29, 5:30 PM",Berlin · CIC Berlin,https://www.eventbrite.com/e/ai-builders-berlin-pizza-demos-networking-tickets-1237001828769?aff=ebdssbdestsearch,AI Builders Berlin :: Pizza + Demos + Networking,https://www.eventbrite.com/e/ai-builders-berlin-pizza-demos-networking-tickets-1237001828769?aff=ebdssbdestsearch,"Wed, Oct 29, 5:30 PM",Berlin · CIC Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · CIC Berlin, Berlin, Germany",geocode:failed,low
Blackmagic 12K RGBW Kamera-Workshop,Going fast,Berlin · Teltec Berlin,https://www.eventbrite.de/e/blackmagic-12k-rgbw-kamera-workshop-tickets-1766000859109?aff=ebdssbdestsearch,Blackmagic 12K RGBW Kamera-Workshop,https://www.eventbrite.de/e/blackmagic-12k-rgbw-kamera-workshop-tickets-1766000859109?aff=ebdssbdestsearch,Going fast,Berlin · Teltec Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Teltec Berlin, Berlin, Germany",geocode:failed,low
How the Global South is Reclaiming space in the digital Landscape,Sales end soon,Berlin · Berlin Global Village gGmbH,https://www.eventbrite.de/e/how-the-global-south-is-reclaiming-space-in-the-digital-landscape-tickets-1758573252939?aff=ebdssbdestsearch,How the Global South is Reclaiming space in the digital Landscape,https://www.eventbrite.de/e/how-the-global-south-is-reclaiming-space-in-the-digital-landscape-tickets-1758573252939?aff=ebdssbdestsearch,Sales end soon,Berlin · Berlin Global Village gGmbH,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Berlin Global Village gGmbH, Berlin, Germany",geocode:failed,low
CLA-Abend II: Die Zukunft unseres Wohlstandes,"Tue, Nov 18, 6:00 PM",Berlin · Schaltzeit GmbH,https://www.eventbrite.de/e/cla-abend-ii-die-zukunft-unseres-wohlstandes-tickets-1730528490299?aff=ebdssbdestsearch,CLA-Abend II: Die Zukunft unseres Wohlstandes,https://www.eventbrite.de/e/cla-abend-ii-die-zukunft-unseres-wohlstandes-tickets-1730528490299?aff=ebdssbdestsearch,"Tue, Nov 18, 6:00 PM",Berlin · Schaltzeit GmbH,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Schaltzeit GmbH, Berlin, Germany",geocode:failed,low
Free Onsite Coding Course for Women+: The Basics of WebDev in 5 days,"Mon, Dec 1, 10:10 AM",Berlin · 42 Berlin,https://www.eventbrite.de/e/free-onsite-coding-course-for-women-the-basics-of-webdev-in-5-days-tickets-1737811403689?aff=ebdssbdestsearch,Free Onsite Coding Course for Women+: The Basics of WebDev in 5 days,https://www.eventbrite.de/e/free-onsite-coding-course-for-women-the-basics-of-webdev-in-5-days-tickets-1737811403689?aff=ebdssbdestsearch,"Mon, Dec 1, 10:10 AM",Berlin · 42 Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · 42 Berlin, Berlin, Germany",geocode:failed,low
Enterprise LLM Security in the Age of AI Transformation,Sales end soon,Berlin · Spreegold Bikini Berlin,https://www.eventbrite.com/e/enterprise-llm-security-in-the-age-of-ai-transformation-tickets-1372684669799?aff=ebdssbdestsearch,Enterprise LLM Security in the Age of AI Transformation,https://www.eventbrite.com/e/enterprise-llm-security-in-the-age-of-ai-transformation-tickets-1372684669799?aff=ebdssbdestsearch,Sales end soon,Berlin · Spreegold Bikini Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Spreegold Bikini Berlin, Berlin, Germany",geocode:failed,low
Digital Circular Economy,Going fast,Berlin · Antler,https://www.eventbrite.de/e/digital-circular-economy-tickets-1759436685489?aff=ebdssbdestsearch,Digital Circular Economy,https://www.eventbrite.de/e/digital-circular-economy-tickets-1759436685489?aff=ebdssbdestsearch,Going fast,Berlin · Antler,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Antler, Berlin, Germany",geocode:failed,low
Break Into Tech: The Seaview Hands-On Training Experience,Just added,Online,https://www.eventbrite.com/e/break-into-tech-the-seaview-hands-on-training-experience-tickets-1847065545769?aff=ebdssbdestsearch,Break Into Tech: The Seaview Hands-On Training Experience,https://www.eventbrite.com/e/break-into-tech-the-seaview-hands-on-training-experience-tickets-1847065545769?aff=ebdssbdestsearch,Just added,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
"I Missed Out on AI and NVIDIA, What’s Next?",Sales end soon,Online,https://www.eventbrite.com/e/i-missed-out-on-ai-and-nvidia-whats-next-tickets-1510837408359?aff=ebdssbdestsearch,"I Missed Out on AI and NVIDIA, What’s Next?",https://www.eventbrite.com/e/i-missed-out-on-ai-and-nvidia-whats-next-tickets-1510837408359?aff=ebdssbdestsearch,Sales end soon,Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
Smartphone Photography Made Easy,"Wed, Oct 29, 12:00 PM CDT",Online,https://www.eventbrite.com/e/smartphone-photography-made-easy-tickets-1761036390249?aff=ebdssbdestsearch,Smartphone Photography Made Easy,https://www.eventbrite.com/e/smartphone-photography-made-easy-tickets-1761036390249?aff=ebdssbdestsearch,"Wed, Oct 29, 12:00 PM CDT",Online,51.3389784000,12.3955204000,52.5200000000,13.4050000000,"Online, Berlin, Germany",geocode:nominatim,medium
"SEO- & AI-Breakfast ""Rise & Rank""","Thu, Nov 6, 9:30 AM",Berlin · Buzzmatic GmbH & Co. KG,https://www.eventbrite.com/e/seo-ai-breakfast-rise-rank-tickets-1781266198149?aff=ebdssbdestsearch,"SEO- & AI-Breakfast ""Rise & Rank""",https://www.eventbrite.com/e/seo-ai-breakfast-rise-rank-tickets-1781266198149?aff=ebdssbdestsearch,"Thu, Nov 6, 9:30 AM",Berlin · Buzzmatic GmbH & Co. KG,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Buzzmatic GmbH & Co. KG, Berlin, Germany",geocode:failed,low
Roadshow Berlin – Digitale Praxishelfer im Einsatz,Going fast,Berlin · Essential by Dorint Berlin,https://www.eventbrite.de/e/roadshow-berlin-digitale-praxishelfer-im-einsatz-tickets-1714144415089?aff=ebdssbdestsearch,Roadshow Berlin – Digitale Praxishelfer im Einsatz,https://www.eventbrite.de/e/roadshow-berlin-digitale-praxishelfer-im-einsatz-tickets-1714144415089?aff=ebdssbdestsearch,Going fast,Berlin · Essential by Dorint Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Essential by Dorint Berlin, Berlin, Germany",geocode:failed,low
Canon Roadshow 2025 – Cinema EOS und das RF System zum Anfassen,"Tue, Nov 4, 4:00 PM",Berlin · Teltec Berlin,https://www.eventbrite.de/e/canon-roadshow-2025-cinema-eos-und-das-rf-system-zum-anfassen-tickets-1795314517049?aff=ebdssbdestsearch,Canon Roadshow 2025 – Cinema EOS und das RF System zum Anfassen,https://www.eventbrite.de/e/canon-roadshow-2025-cinema-eos-und-das-rf-system-zum-anfassen-tickets-1795314517049?aff=ebdssbdestsearch,"Tue, Nov 4, 4:00 PM",Berlin · Teltec Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Teltec Berlin, Berlin, Germany",geocode:failed,low
SUPERCOMPUTING IN EUROPA,"Thu, Nov 6, 7:00 PM",Berlin · Instituto Cervantes Berlin - Das spanische Kulturinstitut,https://www.eventbrite.es/e/supercomputing-in-europa-tickets-1452390792959?aff=ebdssbdestsearch,SUPERCOMPUTING IN EUROPA,https://www.eventbrite.es/e/supercomputing-in-europa-tickets-1452390792959?aff=ebdssbdestsearch,"Thu, Nov 6, 7:00 PM",Berlin · Instituto Cervantes Berlin - Das spanische Kulturinstitut,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Instituto Cervantes Berlin - Das spanische Kulturinstitut, Berlin, Germany",geocode:failed,low
Effizientes Abfragen von Informationen aus Dokumenten,"Thu, Nov 6, 10:00 AM",Potsdam · Hasso-Plattner-Institut,https://www.eventbrite.de/e/effizientes-abfragen-von-informationen-aus-dokumenten-tickets-1611078191239?aff=ebdssbdestsearch,Effizientes Abfragen von Informationen aus Dokumenten,https://www.eventbrite.de/e/effizientes-abfragen-von-informationen-aus-dokumenten-tickets-1611078191239?aff=ebdssbdestsearch,"Thu, Nov 6, 10:00 AM",Potsdam · Hasso-Plattner-Institut,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Potsdam · Hasso-Plattner-Institut, Berlin, Germany",geocode:failed,low
Experience Autonomous Mobility in Berlin,"Thu, Oct 30, 4:30 PM",Berlin · ZEKI | Zentrum für erlebbare Künstliche Intelligenz und Digitalisierung,https://www.eventbrite.de/e/experience-autonomous-mobility-in-berlin-tickets-1740080069329?aff=ebdssbdestsearch,Experience Autonomous Mobility in Berlin,https://www.eventbrite.de/e/experience-autonomous-mobility-in-berlin-tickets-1740080069329?aff=ebdssbdestsearch,"Thu, Oct 30, 4:30 PM",Berlin · ZEKI | Zentrum für erlebbare Künstliche Intelligenz und Digitalisierung,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · ZEKI | Zentrum für erlebbare Künstliche Intelligenz und Digitalisierung, Berlin, Germany",geocode:failed,low
Die grüne Couch: MediaTech meets… einbliq.io & filmfriend,"Wed, Nov 5, 5:30 PM",Potsdam · Schaudepot des Filmmuseums,https://www.eventbrite.de/e/die-grune-couch-mediatech-meets-einbliqio-filmfriend-tickets-1609904580939?aff=ebdssbdestsearch,Die grüne Couch: MediaTech meets… einbliq.io & filmfriend,https://www.eventbrite.de/e/die-grune-couch-mediatech-meets-einbliqio-filmfriend-tickets-1609904580939?aff=ebdssbdestsearch,"Wed, Nov 5, 5:30 PM",Potsdam · Schaudepot des Filmmuseums,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Potsdam · Schaudepot des Filmmuseums, Berlin, Germany",geocode:failed,low
ARRtist Summit 2026,"Thu, Oct 8, 8:30 AM",Berlin · Von Greifswald,https://www.eventbrite.de/e/arrtist-summit-2026-tickets-1709585449099?aff=ebdssbdestsearch,ARRtist Summit 2026,https://www.eventbrite.de/e/arrtist-summit-2026-tickets-1709585449099?aff=ebdssbdestsearch,"Thu, Oct 8, 8:30 AM",Berlin · Von Greifswald,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Von Greifswald, Berlin, Germany",geocode:failed,low
Movers & Shakers ‘Business in Berlin',Going fast,Berlin · Scharrenstraße 22,https://www.eventbrite.co.uk/e/movers-shakers-business-in-berlin-tickets-1537803785519?aff=ebdssbdestsearch,Movers & Shakers ‘Business in Berlin',https://www.eventbrite.co.uk/e/movers-shakers-business-in-berlin-tickets-1537803785519?aff=ebdssbdestsearch,Going fast,Berlin · Scharrenstraße 22,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Scharrenstraße 22, Berlin, Germany",geocode:failed,low
"Meet the MSt in Entrepreneurship, Berlin","Thu, Nov 6, 6:30 PM",Berlin · Techspace Kreuzberg,https://www.eventbrite.com/e/meet-the-mst-in-entrepreneurship-berlin-tickets-1777744394339?aff=ebdssbdestsearch,"Meet the MSt in Entrepreneurship, Berlin",https://www.eventbrite.com/e/meet-the-mst-in-entrepreneurship-berlin-tickets-1777744394339?aff=ebdssbdestsearch,"Thu, Nov 6, 6:30 PM",Berlin · Techspace Kreuzberg,52.4980000000,13.4030000000,52.4980000000,13.4030000000,"Berlin · Techspace Kreuzberg, Berlin, Germany",geocode:failed,low
Innovation Brunch: KI gestützte Prozessautomation und Digital Experience,Almost full,Berlin · David Lloyd Meridian Berlin Spandau Arcaden,https://www.eventbrite.de/e/innovation-brunch-ki-gestutzte-prozessautomation-und-digital-experience-tickets-1788913922699?aff=ebdssbdestsearch,Innovation Brunch: KI gestützte Prozessautomation und Digital Experience,https://www.eventbrite.de/e/innovation-brunch-ki-gestutzte-prozessautomation-und-digital-experience-tickets-1788913922699?aff=ebdssbdestsearch,Almost full,Berlin · David Lloyd Meridian Berlin Spandau Arcaden,52.5510000000,13.1990000000,52.5510000000,13.1990000000,"Berlin · David Lloyd Meridian Berlin Spandau Arcaden, Berlin, Germany",geocode:failed,low
RED & WINE TOUR 2025,"Tue, Nov 11, 4:00 PM",Berlin · Teltec Berlin,https://www.eventbrite.de/e/red-wine-tour-2025-tickets-1813782615629?aff=ebdssbdestsearch,RED & WINE TOUR 2025,https://www.eventbrite.de/e/red-wine-tour-2025-tickets-1813782615629?aff=ebdssbdestsearch,"Tue, Nov 11, 4:00 PM",Berlin · Teltec Berlin,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Teltec Berlin, Berlin, Germany",geocode:failed,low
Open House: Come Visit Our Campus!,"Wed, Nov 5, 2:00 PM",Berlin · Spiced Academy,https://www.eventbrite.de/e/open-house-come-visit-our-campus-tickets-1729529883439?aff=ebdssbdestsearch,Open House: Come Visit Our Campus!,https://www.eventbrite.de/e/open-house-come-visit-our-campus-tickets-1729529883439?aff=ebdssbdestsearch,"Wed, Nov 5, 2:00 PM",Berlin · Spiced Academy,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · Spiced Academy, Berlin, Germany",geocode:failed,low
Startups+/understand design thinking vs. lean startup vs. agile,"Fri, Dec 5, 7:00 PM",Berlin · Berlin,https://www.eventbrite.com/e/startupsunderstand-design-thinking-vs-lean-startup-vs-agile-tickets-1697522658969?aff=ebdssbdestsearch,Startups+/understand design thinking vs. lean startup vs. agile,https://www.eventbrite.com/e/startupsunderstand-design-thinking-vs-lean-startup-vs-agile-tickets-1697522658969?aff=ebdssbdestsearch,"Fri, Dec 5, 7:00 PM",Berlin · Berlin,52.4880037000,13.4089223000,52.5200000000,13.4050000000,"Berlin · Berlin, Berlin, Germany",geocode:nominatim,medium
"HTW Berlin & OEV Innovation Hub Meet-up: Innovation, Trends & Networking","Thu, Nov 6, 4:00 PM",Berlin · BASECAMP,https://www.eventbrite.com/e/htw-berlin-oev-innovation-hub-meet-up-innovation-trends-networking-tickets-1813399670229?aff=ebdssbdestsearch,"HTW Berlin & OEV Innovation Hub Meet-up: Innovation, Trends & Networking",https://www.eventbrite.com/e/htw-berlin-oev-innovation-hub-meet-up-innovation-trends-networking-tickets-1813399670229?aff=ebdssbdestsearch,"Thu, Nov 6, 4:00 PM",Berlin · BASECAMP,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · BASECAMP, Berlin, Germany",geocode:failed,low
Automating Acceptance & Release Readiness in Jira with Agent| Berlin Meetup,Sales end soon,Berlin · SumUp Services GmbH,https://www.eventbrite.com/e/automating-acceptance-release-readiness-in-jira-with-agent-berlin-meetup-tickets-1804577111719?aff=ebdssbdestsearch,Automating Acceptance & Release Readiness in Jira with Agent| Berlin Meetup,https://www.eventbrite.com/e/automating-acceptance-release-readiness-in-jira-with-agent-berlin-meetup-tickets-1804577111719?aff=ebdssbdestsearch,Sales end soon,Berlin · SumUp Services GmbH,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Berlin · SumUp Services GmbH, Berlin, Germany",geocode:failed,low
Videos & Audios durchsuchen mit KI,"Fri, Nov 21, 10:00 AM",Potsdam · Hasso -Plattner-Institut,https://www.eventbrite.de/e/videos-audios-durchsuchen-mit-ki-tickets-1611192202249?aff=ebdssbdestsearch,Videos & Audios durchsuchen mit KI,https://www.eventbrite.de/e/videos-audios-durchsuchen-mit-ki-tickets-1611192202249?aff=ebdssbdestsearch,"Fri, Nov 21, 10:00 AM",Potsdam · Hasso -Plattner-Institut,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Potsdam · Hasso -Plattner-Institut, Berlin, Germany",geocode:failed,low
Tier 4 : STU Training  Tour Potsdam,"Wed, Feb 4, 9:00 AM",Potsdam · Hartje Bike Experience Center Potsdam,https://www.eventbrite.de/e/tier-4-stu-training-tour-potsdam-tickets-1445694664659?aff=ebdssbdestsearch,Tier 4 : STU Training  Tour Potsdam,https://www.eventbrite.de/e/tier-4-stu-training-tour-potsdam-tickets-1445694664659?aff=ebdssbdestsearch,"Wed, Feb 4, 9:00 AM",Potsdam · Hartje Bike Experience Center Potsdam,52.5200000000,13.4050000000,52.5200000000,13.4050000000,"Potsdam · Hartje Bike Experience Center Potsdam, Berlin, Germany",geocode:failed,low
Launch Your Own Successful AI App | AI Startup | Workshop 2025,"Tue, Oct 28, 1:00 PM + 47 more",Berlin · Berlin,https://www.eventbrite.com/e/launch-your-own-successful-ai-app-ai-startup-workshop-2025-tickets-892940738787?aff=ebdssbdestsearch,Launch Your Own Successful AI App | AI Startup | Workshop 2025,https://www.eventbrite.com/e/launch-your-own-successful-ai-app-ai-startup-workshop-2025-tickets-892940738787?aff=ebdssbdestsearch,"Tue, Oct 28, 1:00 PM + 47 more",Berlin · Berlin,52.4880037000,13.4089223000,52.5200000000,13.4050000000,"Berlin · Berlin, Berlin, Germany",geocode:nominatim,medium
